지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
105,강릉,2025-03-18,1.3,-.9,2339,3.9,1134,,,,,,10.4,10.6,340,1655,6,340,1212,2.1,1824,250,-1.7,51,414,81.1,5.4,1012.5,1022.2,2339,1012.5,1308,1016,12.1,3,1100,1.79,7.4,,,,,,8.1,5,.8,-.8,2.5,2.9,2.8,4,4.5,6.5,9.9,13.2,17.1,.8,1.2,,,
105,강릉,2025-03-19,2.7,-3.2,623,7.7,1346,,,,,,,8.9,230,1237,5,230,1237,2.5,2201,250,-5.1,32,1309,58,4.2,1018.6,1024.2,927,1020.4,1559,1022,12.1,10.7,1200,2.98,19.67,,,,,,.5,0,3.4,-1.4,2.9,3.1,2.7,3.7,4.1,6.5,9.5,12.5,16.5,2.8,4.1,,,
105,강릉,2025-03-20,10.3,3.5,116,15.9,1539,,,,,,,13.9,180,2252,6.7,230,1741,4,3441,230,-2.3,28,1436,42.1,5.2,1011.4,1021,1,1010.1,1839,1014.7,12.1,11,1200,2.9,20.71,,,,,,2.1,2,6.8,-1.2,5.3,5.2,4.6,5,4.9,6.7,9,12,16,4.7,6.7,,,
105,강릉,2025-03-21,15.9,9.6,651,21.4,1426,,,,,,,14.6,250,244,8.2,230,308,4.2,3643,230,.1,21,1342,35.6,6.2,1004.3,1011.7,131,1003.9,1856,1007.5,12.2,11.2,1100,2.74,19.84,,,,,,0,0,10,6.4,8.3,8.1,7.4,7.2,6.6,7,8.7,11.6,15.6,6.1,8.8,,,
105,강릉,2025-03-22,19.2,13.7,255,25.2,1433,,,,,,,14.4,230,2144,7.2,250,932,4.4,3768,250,0,21,1626,28.3,6.2,1002.6,1007.7,951,1003,1610,1005.8,12.2,10.9,1200,2.87,19.96,,,,,,.4,0,11.8,5.7,10.1,9.9,9.2,8.9,8,7.5,8.4,11.5,15.4,6.5,9.2,,,
105,강릉,2025-03-23,12.8,9.4,2353,18.3,1,,,,,,,14.7,250,32,7.3,250,40,1.9,1602,70,6.1,24,1,66.5,9.6,1007.1,1014,949,1006.7,26,1010.3,12.3,10.3,1200,2.83,19.86,,,,,,3,1.1,12.7,2.7,10.7,10.7,10,9.9,9.1,7.9,8.4,11.5,15.4,2.5,3.5,,,
105,강릉,2025-03-24,17.8,8.3,435,24.6,1619,,,,,,,15.4,250,1254,7,250,1611,3.2,2754,250,3.9,21,1708,45.9,8.2,997.9,1007.9,1,997.1,1546,1001,12.3,6.2,1300,2.39,14.85,,,,,,7,2.6,12,5.3,11,10.9,10.5,10.4,9.4,8,9.1,12.1,15.9,5.4,7.7,,,
105,강릉,2025-03-25,13.7,7.3,2241,21.6,1736,,,,,,,17.7,270,1755,7.1,270,1759,2.5,2192,70,5.6,38,1740,60.1,9.2,995.7,1003.1,700,989.7,1656,998.9,12.3,8.5,1200,2.51,17.18,,,,,,3.3,.5,12.4,2.4,11.3,11.4,10.9,10.9,10.3,8.6,8.8,11.8,15.4,2.5,3.6,,,
105,강릉,2025-03-26,11.4,6.9,441,16.9,1232,,,,,,,8.8,270,2,5,140,1352,1.9,1684,320,6.6,47,5,73.8,9.8,1002.6,1009.5,914,1001.9,1,1005.8,12.4,10.2,1200,2.78,19.02,,,,,,4,2.3,12.6,-.8,10.8,10.8,10.4,10.7,10.4,9.1,8.7,11.6,15.2,2.5,3.6,,,
105,강릉,2025-03-27,9.1,7.5,551,13.3,1651,,,,,,2.5,8.8,360,1329,4.3,320,2,1.5,1332,20,6.5,65,1656,84.5,9.7,999.3,1008.4,2335,999.6,1524,1002.6,12.4,.2,1400,1.34,6.56,,,,,,8.8,5.5,10.6,6.6,10,10.2,10.1,10.5,10.1,8.6,9.9,12.6,16.2,.9,1.2,,,
105,강릉,2025-03-28,4.8,2.2,2400,8.3,1,,,,,,23.7,5.7,180,1428,4,200,1431,1.7,1438,320,3.3,68,1604,90.5,7.8,1010.6,1018.8,2309,1008.3,1,1014,12.5,2.2,1500,2.14,6.68,,,,,,8.5,4.9,8,-.9,7.8,8.1,8.2,9.2,9.4,8.6,10.4,13,16.5,1.1,1.5,,,
105,강릉,2025-03-29,4.3,1.3,528,10.7,1257,,,,,,0,12.5,320,1336,6.7,290,1345,3.1,2671,250,-8.7,18,1946,41,3.4,1016.6,1024.8,2336,1016.9,1251,1019.9,12.5,10.3,1200,3,20.12,,,,,,.9,.4,5.3,-4.2,5.8,6.2,6.4,7.5,8.4,9.4,9.9,12.1,15.8,3.6,5.1,,,
105,강릉,2025-03-30,4.4,-.5,629,9.5,1511,,,,,,,12.5,270,1421,5.9,250,1435,2.8,2439,250,-10.3,18,950,35.3,3,1023.4,1029.1,932,1024.7,1,1026.9,12.5,10.2,1200,3.13,21.76,,,,,,2.3,.8,4.6,-4.3,5,5.4,5.5,6.6,7.9,9.3,10.1,12.1,15.7,3.4,4.9,,,
105,강릉,2025-03-31,8.7,2.5,621,13.4,1450,,,,,,,6.9,90,1535,3.6,230,417,1.9,1649,250,-2.7,31,1437,45.1,5.1,1021.1,1027,1,1021.7,1644,1024.4,12.6,10.8,1200,2.98,21.49,,,,,,2.9,.9,8.8,-4.4,7.2,7.4,7,7.5,8,9.4,9.9,11.8,15.4,3.8,5.4,,,
106,동해,2025-03-01,9.4,4.1,713,14.2,1349,,,,,,,5.3,230,601,3.5,230,351,1.9,1627,50,-1.3,23,1002,50.3,6.1,1012.5,1019.6,108,1014.3,1636,1017.4,11.4,3.4,1400,1.98,10.36,,,,,,6.9,4,12.2,-.3,,,,,,,,,,2,2.8,,,
106,동해,2025-03-02,6.4,1.1,2355,12,942,,,,,,11.3,13.4,20,1838,8.7,360,1843,4.2,3670,360,1.8,38,23,74.8,7,1016.2,1025.8,1921,1015.2,246,1021.2,11.4,0,1000,.73,2.5,,,,,,9.4,7.9,6,-.1,,,,,,,,,,.8,1.1,,,
106,동해,2025-03-03,1.8,.4,302,3.1,1300,,,,,,13.8,16.1,50,544,11.2,20,544,6.6,5714,20,-3.4,53,1923,70.3,4.8,1023.6,1030.6,1934,1024.1,215,1028.8,11.5,.1,1300,1.06,5.93,,,,,,10,9.4,.1,-.2,,,,,,,,,,1.6,2.2,,,
106,동해,2025-03-04,2.7,1.1,1202,4,2332,,,,,,8.6,12.7,50,1920,7.6,20,639,5.4,4632,50,-.6,55,15,80.1,5.9,1020.7,1030.4,48,1022.9,1904,1025.8,11.5,0,1400,.37,1.96,,,,,,9.8,9.6,1.7,-.1,,,,,,,,,,.6,.8,,,
106,동해,2025-03-05,2.6,1.2,621,4.7,1215,,,,,,6.2,11,50,126,7,20,124,3.3,2812,320,.8,75,1633,88.5,6.5,1018.9,1025.5,2216,1022.1,110,1024,11.5,.2,1200,1.13,6.76,,,,,,9.4,9.3,3.7,-1.3,,,,,,,,,,.8,1.2,,,
106,동해,2025-03-06,2.8,-.5,2315,6.3,1235,,,,,,0,7.7,50,1115,5.4,50,1115,2.4,2059,290,-.2,60,938,81.1,6.1,1021.7,1028.6,2234,1024.6,1,1026.8,11.6,3.8,1200,2.38,11.52,,,,,,6.1,3.8,3.6,-3.6,,,,,,,,,,1.2,1.7,,,
106,동해,2025-03-07,3.5,-1.8,410,8.9,1242,,,,,,,9.1,140,1549,5.2,140,1649,2.5,2175,230,-1.5,47,1024,71.1,5.5,1023.5,1030.8,820,1027.2,1603,1028.6,11.6,8.3,1200,2.75,17.29,,,,,,4.5,2.3,3.8,-4.8,,,,,,,,,,2.1,3,,,
106,동해,2025-03-08,6.7,1.9,6,12.5,1457,,,,,,,8.1,270,1433,4.4,250,1439,2,1694,200,-2.1,30,1606,55.4,5.3,1020.3,1027.7,1,1023,1629,1025.3,11.7,6.3,1300,2.13,13.92,,,,,,5,2.4,7.1,-1.2,,,,,,,,,,2.5,3.5,,,
106,동해,2025-03-09,6.1,1.8,2328,10.9,1312,,,,,,,7.3,50,1103,5.5,20,1107,2.4,2096,200,-2.3,30,948,56.5,5.2,1024.4,1031.2,1046,1026.7,3,1029.5,11.7,10.4,1200,2.84,19.32,,,,,,.3,0,7.4,-1.3,,,,,,,,,,2.8,4,,,
106,동해,2025-03-10,8,1.6,128,13.1,1222,,,,,,,9.8,160,1532,6.4,140,1524,2.6,2233,230,.1,39,939,57.9,6.3,1020,1029.2,1,1021.6,2354,1025,11.7,10.3,1200,2.8,19.2,,,,,,1.5,0,8.3,-1.2,,,,,,,,,,3,4.2,,,
106,동해,2025-03-11,9.3,4.1,642,15.3,1008,,,,,,,8.7,160,1216,5.3,140,1156,2.1,1828,230,-1.4,23,938,48.9,5.7,1014,1021.7,1,1016.4,2330,1019,11.8,10.4,1200,2.92,19.79,,,,,,1.4,.4,9.8,-.6,,,,,,,,,,3.3,4.7,,,
106,동해,2025-03-12,12.6,5.9,324,19.5,1345,,,,,,,12.1,270,1256,6.1,290,1251,2.5,2199,290,-.8,24,1019,40.6,5.8,1008.6,1017.2,2347,1010.2,1612,1013.5,11.8,8.2,1300,2.8,17.19,,,,,,4.6,3.1,11.6,1.1,,,,,,,,,,4.6,6.6,,,
106,동해,2025-03-13,9.8,5,2215,13.9,949,,,,,,,10.8,20,1206,7.9,20,1240,2.8,2432,270,-7.7,12,846,29.5,3.5,1016.3,1024.2,2341,1017.1,1,1021.3,11.9,10,1100,2.64,19.17,,,,,,4.9,1.5,12.2,-.5,,,,,,,,,,3.9,5.5,,,
106,동해,2025-03-14,8.9,4.8,410,12.5,1303,,,,,,,11.8,20,857,8.5,20,904,2.7,2346,230,-.6,31,837,52.4,6,1023.4,1030.5,1044,1024,1,1028.4,11.9,9.9,1200,2.93,20,,,,,,3.5,2.4,12.2,-.7,,,,,,,,,,2.9,4.2,,,
106,동해,2025-03-15,7.5,5,309,11.2,1128,,,,,,0,10.9,160,1213,7.5,140,1212,3.4,2929,140,1.8,47,1238,68.1,7,1020.6,1029,1,1020.8,2400,1025.6,11.9,2.7,1100,2.86,10.01,,,,,,9.6,5.8,8.2,2.8,,,,,,,,,,1.8,2.6,,,
106,동해,2025-03-16,4.7,.9,2353,7,1,,,,,,2.2,13.5,290,1940,6.1,340,1608,3.1,2640,140,1.9,48,1905,83,7.1,1006.6,1020.8,1,1007.3,1512,1011.6,12,0,1000,.89,6.2,,,,,,9.9,6,7.2,-.2,,,,,,,,,,.9,1.3,,,
106,동해,2025-03-17,2.3,0,155,6.7,1626,,,,,,19.9,18,20,403,11.2,360,346,3.3,2847,340,-2.9,31,1727,71.3,5,1010.6,1017.2,1029,1009.7,37,1015.6,12,2.7,1300,2.2,11.87,,,,,,8.1,6.6,.4,-3.1,,,,,,,,,,1.6,2.2,,,
106,동해,2025-03-18,1.4,-.3,2357,4.9,1146,,,,,,9.4,19.8,20,1448,12.8,20,1449,4,3451,20,-2,56,940,78.8,5.3,1010.3,1021.8,2244,1011.3,1250,1015.4,12.1,1.6,1100,1.95,7.73,,,,,,8.8,6.6,.5,-3,,,,,,,,,,1.1,1.5,,,
106,동해,2025-03-19,2.8,-3.6,550,8.8,1543,,,,,,0,9.5,270,2259,4.4,50,1716,2.2,1913,200,-5.3,28,1651,58.6,4.2,1017,1024.4,931,1020,1659,1022.1,12.1,10.5,1200,2.98,21.92,,,,,,1.6,1.3,4,-6.3,,,,,,,,,,3,4.3,,,
106,동해,2025-03-20,10.3,1.1,401,16.3,1524,,,,,,,16,270,2354,8.2,250,2355,2.9,2504,250,-4.3,24,1353,36.8,4.5,1010,1021.1,1,1009.6,2400,1014.9,12.1,10.6,1200,3.01,21.83,,,,,,1.9,.9,7.2,-2.6,,,,,,,,,,5.1,7.3,,,
106,동해,2025-03-21,16.3,8.2,654,22.4,1530,,,,,,,18.6,290,1557,9.2,270,1646,3.9,3344,250,-3,12,1510,28,5,1002.9,1011.3,156,1003.9,1640,1007.7,12.2,10.6,1200,3,21.06,,,,,,0,0,13.6,3.3,,,,,,,,,,8.2,11.8,,,
106,동해,2025-03-22,20.6,15.8,158,26.2,1557,,,,,,,17.5,250,410,10,250,939,5.4,4693,250,-2.9,15,1600,20.8,5,1001.1,1007.5,149,1003.1,1706,1005.8,12.2,10.7,1200,2.98,21.42,,,,,,0,0,19.2,12.9,,,,,,,,,,8.4,12.1,,,
106,동해,2025-03-23,12.4,8.8,2307,19.6,319,,,,,,,14,290,109,8.6,270,109,3,2555,20,6,17,1,70.1,9.6,1005.5,1014.1,1016,1006.5,223,1010.4,12.3,10,1200,2.98,20.98,,,,,,2.8,1.6,18.4,4.9,,,,,,,,,,2.4,3.5,,,
106,동해,2025-03-24,17.8,8.4,441,25.8,1405,,,,,,,16.2,250,1618,6.9,250,1621,2.8,2456,230,2.5,15,1937,43.6,7.5,996.7,1007.8,8,997.6,1613,1001.4,12.3,5.8,1300,2.67,14.25,,,,,,7.4,4.3,16.6,6.3,,,,,,,,,,5.7,8.1,,,
106,동해,2025-03-25,13.9,7.8,2347,25.4,1639,,,,,,,20.4,230,1722,11.5,360,2130,3.9,3338,360,5.9,19,1947,62,9.4,993.7,1003,645,989.2,1626,998.5,12.3,9.3,1100,2.69,18.78,,,,,,3,2.8,17.2,3.9,,,,,,,,,,3.7,5.2,,,
106,동해,2025-03-26,10.8,6.3,631,14,1734,,,,,,,12.8,140,1416,8.9,140,1352,2.9,2524,110,7.6,49,122,81.5,10.5,1001.2,1010.2,942,1001.7,1,1006,12.4,10.6,1200,2.95,20.9,,,,,,1.9,.9,14.7,.7,,,,,,,,,,2.4,3.4,,,
106,동해,2025-03-27,9,7.6,431,12.6,1731,,,,,,1.4,10.1,20,1405,6.7,360,1405,3.4,2925,360,6.8,72,1738,86.6,9.9,997.7,1008.1,2348,999.6,1626,1002.5,12.4,.6,1000,1.06,5.61,,,,,,9.1,6,10.1,7.4,,,,,,,,,,.8,1.2,,,
106,동해,2025-03-28,4.8,2.4,2244,8.4,1,,,,,,13.9,8.4,20,850,5.4,20,836,2.5,2182,20,3.3,67,1706,90.5,7.8,1008.9,1018.6,2310,1008.1,1,1013.9,12.5,2.2,1500,1.58,5.62,,,,,,8.8,6.3,6.7,-2.2,,,,,,,,,,.9,1.3,,,
106,동해,2025-03-29,4.6,.2,443,11.7,1248,,,,,,0,14.9,290,2340,8.1,290,1624,3.4,2926,230,-8.8,18,1234,42.5,3.5,1014.9,1024.7,2359,1016.7,1559,1020,12.5,8.8,1200,3.25,21.45,,,,,,1.6,1,7.1,-3.7,,,,,,,,,,4.2,6,,,
106,동해,2025-03-30,3.5,-.8,513,7.3,1745,,,,,,,15.9,290,59,6.8,270,47,3.2,2775,270,-11.5,15,852,33.9,2.7,1021.9,1029.4,903,1024.4,39,1027,12.5,10.2,1200,3.24,23.32,,,,,,1.4,.4,6.8,-4.5,,,,,,,,,,3.4,4.8,,,
106,동해,2025-03-31,6.5,-.2,632,10.6,1412,,,,,,,10.1,140,1541,6.1,140,1425,2.4,2088,230,-2.6,38,1051,52.6,5.2,1019.9,1027.4,107,1022.6,1704,1025,12.6,9.5,1200,3.23,21.73,,,,,,3.6,1.6,9.5,-4.5,,,,,,,,,,3.1,4.4,,,
114,원주,2025-03-01,6.6,-.5,532,13.8,1448,,,,,,0,3.7,320,1722,1.7,200,1628,.3,290,290,.4,38,1410,66.5,6.4,1000.6,1022.9,221,1014.4,1630,1019,11.4,2.1,1200,2.55,9.29,,,,,,7.4,2.6,3.2,-8.1,,,,,,,,,,1.2,1.8,,,
114,원주,2025-03-02,7,2.7,2359,13.6,1329,,,,,,9.9,9.9,20,1922,4.7,20,1925,1.2,1002,360,2.6,40,1334,75,7.4,999.1,1019.5,2357,1014.3,1355,1017.5,11.4,.4,1100,.97,4.23,,,,,,9.6,7.4,4.7,0,,,,,,,,,,.9,1.3,,,
114,원주,2025-03-03,2.8,1.2,636,5.5,1259,,,,,,8.6,9.6,90,1753,4.4,70,1743,2,1710,70,-3.6,46,2147,63.8,4.7,1004.7,1026.5,2335,1018.4,156,1023.5,11.5,0,1200,1.87,9.14,,,,,,9.5,5.8,1.7,-3.6,,,,,,,,,,1.5,2.1,,,
114,원주,2025-03-04,2.2,1,1031,3.3,714,,,,,,4.6,7.8,360,824,3.4,20,418,1.5,1254,20,-2,49,112,75.4,5.4,1003.8,1026.8,12,1019.4,1847,1022.6,11.5,1.2,1600,.76,3.75,,,,,,9.3,4.1,-.3,-3.5,,,,,,,,,,.5,.7,,,
114,원주,2025-03-05,4.5,1.2,38,8.2,1533,,,,,,0,3.3,270,1608,1.6,230,1632,.4,355,230,-.4,49,1545,72,6,1004.1,1024.4,1109,1020.6,1533,1022.7,11.5,.6,1300,1.61,9.76,,,,,,9.3,7.9,3.3,-2.9,,,,,,,,,,1.1,1.6,,,
114,원주,2025-03-06,4.7,-.2,659,9.1,1543,,,,,,0,5.9,290,1301,3,320,1308,.6,544,200,-1.7,37,1818,65.9,5.4,1007.2,1028.5,2332,1024,1,1025.9,11.6,7,1000,2.25,12.94,,,,,,5.1,2.8,2.7,-7.8,,,,,,,,,,1.6,2.2,,,
114,원주,2025-03-07,4.9,-1.1,652,10.7,1507,,,,,,,4.6,250,1358,2.3,270,1402,.6,547,290,-3.4,29,1627,58.5,4.8,1009.2,1030.9,813,1025.4,1711,1027.9,11.6,9.5,1100,2.53,16.91,,,,,,4.9,1.1,4.4,-9.3,,,,,,,,,,2.2,3.1,,,
114,원주,2025-03-08,6.7,2.7,2350,11.1,1458,,,,,,,8.3,230,1510,4.5,230,1515,1.7,1468,230,-3.8,27,1629,49.3,4.7,1007.6,1029.2,2359,1024.1,1534,1026.2,11.7,7.2,1400,2.42,14.63,,,,,,4.8,2.4,6,-6.1,,,,,,,,,,2.2,3.1,,,
114,원주,2025-03-09,5.7,-.9,633,13.2,1510,,,,,,,4,250,1559,2,230,1603,.7,578,200,-3.2,25,1325,56.3,4.9,1011.5,1033,950,1027.7,1757,1030.2,11.7,10.5,1200,2.88,19.2,,,,,,.5,0,5.2,-9.3,,,,,,,,,,2.6,3.8,,,
114,원주,2025-03-10,7.3,.1,608,14.8,1519,,,,,,,6.5,250,1554,3.1,270,1409,.8,706,270,-2.8,25,1458,53.6,5,1008,1030.3,819,1022.9,1749,1026.5,11.7,10.5,1300,2.74,18.6,,,,,,.8,0,5.6,-8.4,,,,,,,,,,2.8,4,,,
114,원주,2025-03-11,8.2,.7,638,16.3,1559,,,,,,,4.5,290,1415,2.4,290,1421,.7,563,290,-4.1,19,1539,47.3,4.6,1002.7,1024.6,557,1017,1646,1021.1,11.8,10.4,1200,2.92,19.86,,,,,,3.1,1,6.4,-7.9,,,,,,,,,,3.2,4.6,,,
114,원주,2025-03-12,8.8,4,643,14.5,1519,,,,,,,7.3,250,1701,3.9,250,1849,1.2,1005,250,1.5,39,1305,61.8,7,998.7,1020.1,2353,1014,1514,1016.9,11.8,2,1300,1.54,9.88,,,,,,7.6,5.6,7.6,-4.1,,,,,,,,,,1.6,2.3,,,
114,원주,2025-03-13,8.5,2.7,537,15.9,1640,,,,,,,4.2,180,1622,2.2,200,1655,.6,532,200,-1.9,19,1750,56,5.5,1004.4,1025.9,2342,1019.9,1,1022.8,11.8,7.9,1200,2.63,17.07,,,,,,5.6,1.3,7.8,-5.5,,,,,,,,,,2.8,4,,,
114,원주,2025-03-14,11.2,2.1,654,19.3,1449,,,,,,,5.7,140,2354,2.7,160,2129,.8,704,20,-4.9,15,1641,37.1,4.3,1007.3,1028.2,813,1023,1716,1025.5,11.9,10.1,1200,2.86,19.66,,,,,,3.8,1.1,9.1,-6.8,,,,,,,,,,4,5.6,,,
114,원주,2025-03-15,10.9,8.2,2350,15.4,1519,,,,,,,7.2,160,1721,3.7,140,1708,1.9,1634,160,-3.3,24,1245,38,4.9,1004.1,1025.6,851,1019.4,1732,1022.3,11.9,6.6,1200,2.83,17.33,,,,,,7.9,3.9,10.3,4.3,,,,,,,,,,3.2,4.6,,,
114,원주,2025-03-16,4.7,1.8,2257,8.4,13,,,,,,6.6,8,230,1906,4.7,230,1850,1.8,1521,230,-1.9,38,2107,64.8,5.6,995.1,1019.5,1,1010.6,1637,1013.6,12,1,1500,1.28,4.8,,,,,,9.4,6.6,5.2,.1,,,,,,,,,,1.1,1.6,,,
114,원주,2025-03-17,3.4,.4,458,7.2,1618,,,,,,,8,290,1323,3.9,290,1331,1.7,1468,230,-10.7,20,1438,36.6,2.8,998.2,1019.1,1009,1014.2,1,1016.8,12,6.7,1200,2.37,16.48,,,,,,8.4,5.4,5.2,-6.6,,,,,,,,,,2.4,3.4,,,
114,원주,2025-03-18,2.3,0,312,5.8,1146,,,,,,.3,7.3,200,139,4.3,180,141,1.5,1327,360,-2.7,31,113,70.5,5,997,1022.7,2353,1012.2,654,1015.6,12.1,2.8,1100,1.77,9.54,,,,,,8.1,6.4,3.6,-6.5,,,,,,,,,,1.1,1.6,,,
114,원주,2025-03-19,2.8,-1.5,545,7.6,1444,,,,,,,7.9,200,1529,3.8,230,1558,1.4,1175,250,-8.4,21,1422,48.4,3.4,1005.2,1025.5,903,1022.2,1613,1024,12.1,10.5,1200,2.95,21.53,,,,,,1.3,1,4.3,-10,,,,,,,,,,2.8,4,,,
114,원주,2025-03-20,7.7,.5,59,15.4,1622,,,,,,,7.7,250,1806,3.5,230,1533,1.3,1091,230,-2,30,1612,51.8,5.4,1000.7,1024.9,1,1014.3,1902,1019.1,12.1,6.2,1200,2.98,16.21,,,,,,4.3,4.3,7.4,-8.2,,,,,,,,,,2.7,3.9,,,
114,원주,2025-03-21,13.2,7.1,658,20,1545,,,,,,,7.6,200,1807,4.3,290,1428,1.8,1523,230,.8,21,1631,45.6,6.5,994.4,1015.8,133,1007.8,1631,1012.3,12.2,9.4,1200,2.91,19.69,,,,,,1.9,1.9,11.3,2,,,,,,,,,,3.9,5.5,,,
114,원주,2025-03-22,14.4,5.1,652,22.7,1459,,,,,,,9.2,290,1519,4.8,230,1636,1.3,1128,250,-.6,18,1628,39.3,5.9,992.4,1012.6,1,1007,1529,1010.2,12.2,11,1200,2.93,20.57,,,,,,0,0,11.6,-3.1,,,,,,,,,,4.4,6.3,,,
114,원주,2025-03-23,15.6,5.7,637,24.4,1532,,,,,,,5.5,230,1615,3.1,230,1617,.8,677,270,.1,16,1527,38.6,6.2,992.5,1013.8,808,1007.3,1740,1010.2,12.3,10,1200,2.97,20.51,,,,,,3,.5,13,-3.1,,,,,,,,,,3.8,5.4,,,
114,원주,2025-03-24,16.7,10.4,618,23.2,1414,,,,,,0,9.6,290,1334,4.8,290,1339,1.4,1192,230,3.8,23,1602,44.6,8.1,986,1008.3,1,999.6,1614,1003.4,12.3,8,1200,2.83,17.9,,,,,,4.1,.5,13.9,3.3,,,,,,,,,,3.8,5.4,,,
114,원주,2025-03-25,14.5,9.2,634,23.7,1517,,,,,,,12.2,230,1357,5.4,270,1644,1.7,1447,230,3,20,1409,50,7.7,983.5,1005.6,2356,992.4,1544,1001.1,12.3,7.1,1200,2.45,16.2,,,,,,3.4,0,12.8,1.2,,,,,,,,,,3.6,5.1,,,
114,원주,2025-03-26,16.1,5.4,640,25.3,1519,,,,,,,5.6,200,1609,3.2,200,1611,.9,799,320,-1,11,1501,37.6,5.8,986.9,1010.1,817,999.6,2157,1004.4,12.4,10.4,1200,3.03,21.07,,,,,,3.5,0,13.7,-3,,,,,,,,,,3.9,5.6,,,
114,원주,2025-03-27,15.7,10.7,2357,19.8,510,,,,,,0,5.7,230,1800,3.2,250,2216,1.2,1010,200,8.1,33,108,63,11.4,984,1007.3,2356,997.8,651,1001.5,12.4,.3,1500,1.27,4.4,,,,,,8.5,4.3,13,7.7,,,,,,,,,,1.3,1.8,,,
114,원주,2025-03-28,7.8,5.3,2400,11.8,1608,,,,,,0,8.4,290,1726,4.1,290,1733,1.7,1501,200,-6,9,1834,43.3,4.5,995.6,1020,2349,1007.1,6,1013.9,12.5,4,1400,2.41,12.9,,,,,,7.8,2.5,10.4,-2.2,,,,,,,,,,2.3,3.3,,,
114,원주,2025-03-29,3.3,.5,549,7.8,1110,,,,,,1.2,11,290,1725,4.7,270,1732,1.9,1630,270,-10,11,1836,42,3.3,1003.7,1027.5,2339,1019.4,1555,1022.4,12.5,7,1000,2.64,14.39,,,,,,2.4,1.9,5,-10.3,,,,,,,,,,2.3,3.3,,,
114,원주,2025-03-30,3.4,-2.4,631,8.1,1448,,,,,,0,10.1,270,1500,4.3,270,1422,1.3,1127,230,-8.9,17,944,41.3,3.3,1009.8,1030.7,957,1026.4,1839,1028.6,12.5,9.3,1100,3.17,20.21,,,,,,3.1,1.9,5,-11.2,,,,,,,,,,2.5,3.5,,,
114,원주,2025-03-31,7.4,1.4,559,13.8,1420,,,,,,0,8.3,320,1442,3.9,320,1305,1.3,1110,20,-3.9,23,1441,46.5,4.6,1007.1,1028.6,4,1021.9,1551,1025.5,12.6,7,1200,3.2,16.12,,,,,,5.4,2.9,,,,,,,,,,,,2.5,3.6,,,
121,영월,2025-03-01,5,-3.5,608,14,1536,,,,,,.1,3.2,200,1653,1.8,180,1657,.5,436,110,-1.4,28,1343,67.6,5.6,990.4,1024.1,236,1015.2,1705,1020,11.4,3.6,,,,,,,,,8,5.1,5.6,-9.8,,,,,,,,,,,,,,
121,영월,2025-03-02,5.8,.4,2236,12.6,1149,,,,,,6,12.1,70,1837,5.5,70,1430,1.8,1562,50,.4,34,1218,70.4,6.4,989.2,1020.9,2212,1016.3,1221,1018.6,11.4,0,,,,,,,,,9.6,7.8,6,-.4,,,,,,,,,,,,,,
121,영월,2025-03-03,.8,-1.2,240,3.4,1410,,,,,,28.8,15,110,909,8.2,90,911,3.5,3010,90,-5.3,50,1409,64.8,4.2,994.8,1027.5,2341,1020.1,147,1024.9,11.5,.2,,,,,,,,,9.8,7.8,.8,-2.7,,,,,,,,,,,,,,
121,영월,2025-03-04,1.5,-.1,1058,2.9,2012,,,,,,6,15.2,110,1828,6.3,90,1903,2.6,2235,70,-2.9,56,114,73.3,5,992.9,1027.9,33,1019.8,1850,1022.9,11.5,.6,,,,,,,,,9.6,7.9,.5,-2.1,,,,,,,,,,,,,,
121,영월,2025-03-05,3.8,1.9,2343,7.6,1322,,,,,,0,7.7,160,459,3.8,90,507,1.2,1004,70,-2.6,46,1331,63.9,5.1,992.9,1024.9,2238,1020.5,45,1022.6,11.5,.1,,,,,,,,,9.8,7.1,.8,-.6,,,,,,,,,,,,,,
